35.0, 1.25, 1
35.0, 1.75, 1
35.0, 2.25, 2
35.0, 2.75, 4
35.0, 3.25, 0
35.0, 3.75, 2
35.0, 4.25, 1
35.0, 4.75, 2
35.0, 5.25, 3
35.0, 5.75, 4
35.0, 6.25, 0
35.0, 6.75, 1
35.0, 7.25, 0
35.0, 7.75, 1
35.0, 8.25, 0
35.0, 8.75, 1
35.0, 9.25, 2
35.0, 9.75, 1
35.0, 10.25, 1
35.0, 10.75, 0
35.0, 11.25, 2
35.0, 11.75, 1
37.0, 0.25, 4
37.0, 0.75, 6
37.0, 1.25, 1
37.0, 1.75, 1
37.0, 2.25, 0
37.0, 2.75, 4
37.0, 3.25, 2
37.0, 3.75, 1
37.0, 4.25, 1
37.0, 4.75, 3
37.0, 5.25, 0
37.0, 5.75, 4
37.0, 6.25, 0
37.0, 6.75, 1
37.0, 7.25, 0
37.0, 7.75, 1
37.0, 8.25, 0
37.0, 8.75, 1
37.0, 9.25, 1
37.0, 9.75, 1
37.0, 10.25, 1
37.0, 10.75, 0
37.0, 11.25, 2
37.0, 11.75, 1
39.0, 0.25, 3
39.0, 0.75, 1
39.0, 1.25, 3
39.0, 1.75, 1
39.0, 2.25, 1
39.0, 2.75, 1
39.0, 3.25, 1
39.0, 3.75, 3
39.0, 4.25, 0
39.0, 4.75, 4
39.0, 5.25, 2
39.0, 5.75, 2
39.0, 6.25, 1
39.0, 6.75, 2
39.0, 7.25, 2
39.0, 7.75, 0
39.0, 8.25, 0
39.0, 8.75, 2
39.0, 9.25, 1
39.0, 9.75, 1
39.0, 10.25, 1
39.0, 10.75, 1
39.0, 11.25, 2
39.0, 11.75, 0
41.0, 0.25, 2
41.0, 0.75, 2
41.0, 1.25, 1
41.0, 1.75, 2
41.0, 2.25, 3
41.0, 2.75, 1
41.0, 3.25, 2
41.0, 3.75, 2
41.0, 4.25, 0
41.0, 4.75, 0
41.0, 5.25, 2
41.0, 5.75, 3
41.0, 6.25, 2
41.0, 6.75, 0
41.0, 7.25, 1
41.0, 7.75, 1
41.0, 8.25, 1
41.0, 8.75, 1
41.0, 9.25, 3
41.0, 9.75, 2
41.0, 10.25, 0
41.0, 10.75, 2
41.0, 11.25, 2
41.0, 11.75, 1
43.0, 0.25, 1
43.0, 0.75, 0
43.0, 1.25, 1
43.0, 1.75, 1
43.0, 2.25, 2
43.0, 2.75, 2
43.0, 3.25, 2
43.0, 3.75, 0
43.0, 4.25, 2
43.0, 4.75, 0
43.0, 5.25, 1
43.0, 5.75, 1
43.0, 6.25, 1
43.0, 6.75, 0
43.0, 7.25, 1
43.0, 7.75, 2
43.0, 8.25, 2
43.0, 8.75, 3
43.0, 9.25, 1
43.0, 9.75, 0
43.0, 10.25, 0
43.0, 10.75, 1
43.0, 11.25, 1
43.0, 11.75, 0
45.0, 0.25, 3
45.0, 0.75, 1
45.0, 1.25, 0
45.0, 1.75, 1
45.0, 2.25, 0
45.0, 2.75, 1
45.0, 3.25, 2
45.0, 3.75, 0
45.0, 4.25, 4
45.0, 4.75, 0
45.0, 5.25, 1
45.0, 5.75, 3
45.0, 6.25, 1
45.0, 6.75, 2
45.0, 7.25, 0
45.0, 7.75, 1
45.0, 8.25, 1
45.0, 8.75, 1
45.0, 9.25, 0
45.0, 9.75, 0
45.0, 10.25, 1
45.0, 10.75, 2
45.0, 11.25, 0
45.0, 11.75, 1
47.0, 0.25, 2
47.0, 0.75, 0
47.0, 1.25, 1
47.0, 1.75, 2
47.0, 2.25, 3
47.0, 2.75, 2
47.0, 3.25, 3
47.0, 3.75, 1
47.0, 4.25, 4
47.0, 4.75, 1
47.0, 5.25, 2
47.0, 5.75, 1
47.0, 6.25, 0
47.0, 6.75, 2
47.0, 7.25, 1
47.0, 7.75, 0
47.0, 8.25, 1
47.0, 8.75, 3
47.0, 9.25, 1
47.0, 9.75, 1
47.0, 10.25, 2
47.0, 10.75, 1
47.0, 11.25, 3
47.0, 11.75, 3
49.0, 0.25, 5
49.0, 0.75, 2
49.0, 1.25, 1
49.0, 1.75, 2
49.0, 2.25, 3
49.0, 2.75, 1
49.0, 3.25, 1
49.0, 3.75, 0
49.0, 4.25, 1
49.0, 4.75, 1
49.0, 5.25, 0
49.0, 5.75, 0
49.0, 6.25, 2
49.0, 6.75, 1
49.0, 7.25, 0
49.0, 7.75, 3
49.0, 8.25, 0
49.0, 8.75, 0
49.0, 9.25, 1
49.0, 9.75, 1
49.0, 10.25, 1
49.0, 10.75, 0
49.0, 11.25, 3
49.0, 11.75, 1
