1.0, 0.25, 2
1.0, 0.75, 0
1.0, 1.25, 0
1.0, 1.75, 0
1.0, 2.25, 0
1.0, 2.75, 1
1.0, 3.25, 0
1.0, 3.75, 0
1.0, 4.25, 0
1.0, 4.75, 0
1.0, 5.25, 0
1.0, 5.75, 0
1.0, 6.25, 0
1.0, 6.75, 1
1.0, 7.25, 2
1.0, 7.75, 0
1.0, 8.25, 0
1.0, 8.75, 0
1.0, 9.25, 0
1.0, 9.75, 0
1.0, 10.25, 0
1.0, 10.75, 0
1.0, 11.25, 0
1.0, 11.75, 0
3.0, 0.25, 0
3.0, 0.75, 0
3.0, 1.25, 0
3.0, 1.75, 0
3.0, 2.25, 1
3.0, 2.75, 0
3.0, 3.25, 0
3.0, 3.75, 1
3.0, 4.25, 0
3.0, 4.75, 0
3.0, 5.25, 0
3.0, 5.75, 0
3.0, 6.25, 0
3.0, 6.75, 0
3.0, 7.25, 1
3.0, 7.75, 0
3.0, 8.25, 1
3.0, 8.75, 1
3.0, 9.25, 0
3.0, 9.75, 0
3.0, 10.25, 0
3.0, 10.75, 0
3.0, 11.25, 0
3.0, 11.75, 0
5.0, 0.25, 1
5.0, 0.75, 0
5.0, 1.25, 1
5.0, 1.75, 1
5.0, 2.25, 1
5.0, 2.75, 0
5.0, 3.25, 1
5.0, 3.75, 0
5.0, 4.25, 0
5.0, 4.75, 0
5.0, 5.25, 0
5.0, 5.75, 0
5.0, 6.25, 0
5.0, 6.75, 0
5.0, 7.25, 0
5.0, 7.75, 0
5.0, 8.25, 1
5.0, 8.75, 0
5.0, 9.25, 0
5.0, 9.75, 2
5.0, 10.25, 0
5.0, 10.75, 0
5.0, 11.25, 2
5.0, 11.75, 0
7.0, 0.25, 3
7.0, 0.75, 6
7.0, 1.25, 3
7.0, 1.75, 3
7.0, 2.25, 1
7.0, 2.75, 4
7.0, 3.25, 2
7.0, 3.75, 1
7.0, 4.25, 3
7.0, 4.75, 5
7.0, 5.25, 2
7.0, 5.75, 2
7.0, 6.25, 0
7.0, 6.75, 3
7.0, 7.25, 3
7.0, 7.75, 1
7.0, 8.25, 3
7.0, 8.75, 0
7.0, 9.25, 2
7.0, 9.75, 0
7.0, 10.25, 2
7.0, 10.75, 0
7.0, 11.25, 0
7.0, 11.75, 1
9.0, 0.25, 10
9.0, 0.75, 10
9.0, 1.25, 3
9.0, 1.75, 4
9.0, 2.25, 4
9.0, 2.75, 5
9.0, 3.25, 2
9.0, 3.75, 9
9.0, 4.25, 6
9.0, 4.75, 3
9.0, 5.25, 4
9.0, 5.75, 2
9.0, 6.25, 6
9.0, 6.75, 2
9.0, 7.25, 5
9.0, 7.75, 3
9.0, 8.25, 4
9.0, 8.75, 3
9.0, 9.25, 3
9.0, 9.75, 3
9.0, 10.25, 5
9.0, 10.75, 1
9.0, 11.25, 2
9.0, 11.75, 4
11.0, 0.25, 8
11.0, 0.75, 22
11.0, 1.25, 7
11.0, 1.75, 9
11.0, 2.25, 6
11.0, 2.75, 4
11.0, 3.25, 6
11.0, 3.75, 6
11.0, 4.25, 6
11.0, 4.75, 1
11.0, 5.25, 8
11.0, 5.75, 8
11.0, 6.25, 2
11.0, 6.75, 1
11.0, 7.25, 7
11.0, 7.75, 6
11.0, 8.25, 6
11.0, 8.75, 1
11.0, 9.25, 2
11.0, 9.75, 4
11.0, 10.25, 3
11.0, 10.75, 6
11.0, 11.25, 7
11.0, 11.75, 1
13.0, 0.25, 10
13.0, 0.75, 8
13.0, 1.25, 8
13.0, 1.75, 8
13.0, 2.25, 10
13.0, 2.75, 3
13.0, 3.25, 8
13.0, 3.75, 4
13.0, 4.25, 4
13.0, 4.75, 1
13.0, 5.25, 7
13.0, 5.75, 3
13.0, 6.25, 6
13.0, 6.75, 3
13.0, 7.25, 3
13.0, 7.75, 6
13.0, 8.25, 0
13.0, 8.75, 3
13.0, 9.25, 2
13.0, 9.75, 6
13.0, 10.25, 5
13.0, 10.75, 5
13.0, 11.25, 4
13.0, 11.75, 2
15.0, 0.25, 6
15.0, 0.75, 9
15.0, 1.25, 6
15.0, 1.75, 5
15.0, 2.25, 4
15.0, 2.75, 4
15.0, 3.25, 5
15.0, 3.75, 6
15.0, 4.25, 4
15.0, 4.75, 2
15.0, 5.25, 4
15.0, 5.75, 5
15.0, 6.25, 3
15.0, 6.75, 3
15.0, 7.25, 1
15.0, 7.75, 3
15.0, 8.25, 1
15.0, 8.75, 5
15.0, 9.25, 2
15.0, 9.75, 4
15.0, 10.25, 2
15.0, 10.75, 3
15.0, 11.25, 3
15.0, 11.75, 4
17.0, 0.25, 6
17.0, 0.75, 10
17.0, 1.25, 8
17.0, 1.75, 4
17.0, 2.25, 4
17.0, 2.75, 2
17.0, 3.25, 5
17.0, 3.75, 2
17.0, 4.25, 1
17.0, 4.75, 1
17.0, 5.25, 2
17.0, 5.75, 4
17.0, 6.25, 4
17.0, 6.75, 1
17.0, 7.25, 3
17.0, 7.75, 2
17.0, 8.25, 0
17.0, 8.75, 0
17.0, 9.25, 4
17.0, 9.75, 8
17.0, 10.25, 4
17.0, 10.75, 2
17.0, 11.25, 2
17.0, 11.75, 2
19.0, 0.25, 2
19.0, 0.75, 8
19.0, 1.25, 7
19.0, 1.75, 2
19.0, 2.25, 4
19.0, 2.75, 1
19.0, 3.25, 1
19.0, 3.75, 2
19.0, 4.25, 3
19.0, 4.75, 2
19.0, 5.25, 2
19.0, 5.75, 1
19.0, 6.25, 4
19.0, 6.75, 2
19.0, 7.25, 2
19.0, 7.75, 0
19.0, 8.25, 0
19.0, 8.75, 6
19.0, 9.25, 1
19.0, 9.75, 1
19.0, 10.25, 1
19.0, 10.75, 1
19.0, 11.25, 2
19.0, 11.75, 1
21.0, 0.25, 3
21.0, 0.75, 7
21.0, 1.25, 6
21.0, 1.75, 2
21.0, 2.25, 2
21.0, 2.75, 0
21.0, 3.25, 2
21.0, 3.75, 4
21.0, 4.25, 3
21.0, 4.75, 0
21.0, 5.25, 3
21.0, 5.75, 1
21.0, 6.25, 0
21.0, 6.75, 0
21.0, 7.25, 2
21.0, 7.75, 0
21.0, 8.25, 0
21.0, 8.75, 1
21.0, 9.25, 2
21.0, 9.75, 1
21.0, 10.25, 1
21.0, 10.75, 1
21.0, 11.25, 0
21.0, 11.75, 0
23.0, 0.25, 0
23.0, 0.75, 3
23.0, 1.25, 5
23.0, 1.75, 1
23.0, 2.25, 2
23.0, 2.75, 2
23.0, 3.25, 4
23.0, 3.75, 3
23.0, 4.25, 2
23.0, 4.75, 0
23.0, 5.25, 4
23.0, 5.75, 1
23.0, 6.25, 2
23.0, 6.75, 3
23.0, 7.25, 1
23.0, 7.75, 2
23.0, 8.25, 0
23.0, 8.75, 2
23.0, 9.25, 2
23.0, 9.75, 0
23.0, 10.25, 0
23.0, 10.75, 0
23.0, 11.25, 4
23.0, 11.75, 0
25.0, 0.25, 1
25.0, 0.75, 3
25.0, 1.25, 5
25.0, 1.75, 2
25.0, 2.25, 2
25.0, 2.75, 3
25.0, 3.25, 0
25.0, 3.75, 3
25.0, 4.25, 0
25.0, 4.75, 0
25.0, 5.25, 1
25.0, 5.75, 1
25.0, 6.25, 1
25.0, 6.75, 3
25.0, 7.25, 1
25.0, 7.75, 1
25.0, 8.25, 3
25.0, 8.75, 2
25.0, 9.25, 1
25.0, 9.75, 1
25.0, 10.25, 1
25.0, 10.75, 0
25.0, 11.25, 1
25.0, 11.75, 1
27.0, 0.25, 2
27.0, 0.75, 5
27.0, 1.25, 4
27.0, 1.75, 2
27.0, 2.25, 1
27.0, 2.75, 3
27.0, 3.25, 3
27.0, 3.75, 1
27.0, 4.25, 3
27.0, 4.75, 4
27.0, 5.25, 2
27.0, 5.75, 4
27.0, 6.25, 3
27.0, 6.75, 2
27.0, 7.25, 2
27.0, 7.75, 1
27.0, 8.25, 0
27.0, 8.75, 1
27.0, 9.25, 2
27.0, 9.75, 2
27.0, 10.25, 0
27.0, 10.75, 2
27.0, 11.25, 0
27.0, 11.75, 1
29.0, 0.25, 6
29.0, 0.75, 5
29.0, 1.25, 1
29.0, 1.75, 4
29.0, 2.25, 2
29.0, 2.75, 3
29.0, 3.25, 0
29.0, 3.75, 2
29.0, 4.25, 0
29.0, 4.75, 0
29.0, 5.25, 0
29.0, 5.75, 3
29.0, 6.25, 3
29.0, 6.75, 2
29.0, 7.25, 2
29.0, 7.75, 1
29.0, 8.25, 4
29.0, 8.75, 0
29.0, 9.25, 1
29.0, 9.75, 1
29.0, 10.25, 2
29.0, 10.75, 1
29.0, 11.25, 0
29.0, 11.75, 1
31.0, 0.25, 3
31.0, 0.75, 0
31.0, 1.25, 4
31.0, 1.75, 1
31.0, 2.25, 2
31.0, 2.75, 0
31.0, 3.25, 3
31.0, 3.75, 0
31.0, 4.25, 2
31.0, 4.75, 2
31.0, 5.25, 2
31.0, 5.75, 1
31.0, 6.25, 2
31.0, 6.75, 1
31.0, 7.25, 1
31.0, 7.75, 3
31.0, 8.25, 1
31.0, 8.75, 3
31.0, 9.25, 2
31.0, 9.75, 1
31.0, 10.25, 1
31.0, 10.75, 1
31.0, 11.25, 3
31.0, 11.75, 6
33.0, 0.25, 0
33.0, 0.75, 2
33.0, 1.25, 4
33.0, 1.75, 0
33.0, 2.25, 1
33.0, 2.75, 0
33.0, 3.25, 0
33.0, 3.75, 1
33.0, 4.25, 0
33.0, 4.75, 2
33.0, 5.25, 1
33.0, 5.75, 1
33.0, 6.25, 2
33.0, 6.75, 0
33.0, 7.25, 0
33.0, 7.75, 1
33.0, 8.25, 2
33.0, 8.75, 0
33.0, 9.25, 2
33.0, 9.75, 1
33.0, 10.25, 1
33.0, 10.75, 2
33.0, 11.25, 1
33.0, 11.75, 1
35.0, 0.25, 1
35.0, 0.75, 2
