# scattering angle (degree), x, y, z, total energy, kinetic energy
99.8187	79.9285	126.188	25.8512	202.975	67.9988

66.1631	52.4378	104.542	-51.6739	185.924	50.9471

64.9139	-28.1352	-20.3411	-16.2529	140.315	5.33801

87.2975	-82.1113	50.8316	-4.55852	166.029	31.0523

55.308	16.6101	19.4813	-17.7217	138.521	3.54473

23.7777	-50.407	9.1642	-116.284	185.379	50.4028

21.9343	-69.4401	-1.42318	-172.476	229.762	94.7854

129.513	18.9489	8.09432	16.9937	137.594	2.61718

83.3788	-21.5912	-58.0557	-7.19002	148.684	13.7077

56.8097	-91.8019	-1.41142	-60.0584	173.94	38.9639

75.7796	145.837	70.3327	-41.0312	214.75	79.7732

114.034	63.5036	118.775	60.0616	199.916	64.9392

52.0068	-125.501	134.686	-143.795	269.789	134.813

92.1054	3.79459	-165.8	6.0967	213.916	78.939

107.058	-134.395	178.078	68.4554	269.59	134.613

21.9454	-92.0744	20.4366	-234.08	286.195	151.218

40.8847	42.14	-156.961	-187.719	282.612	147.636

7.31823	-2.51364	31.6013	-246.843	283.117	148.14

132.812	-84.6578	46.4765	89.4686	188.548	53.5713

60.841	-71.1128	178.563	-107.238	258.187	123.21

48.0412	-64.2863	-33.8087	-65.3058	166.611	31.6346

139.517	-72.4072	-99.9785	144.624	233.181	98.204

22.1926	-48.2013	-42.2293	-157.09	216.801	81.8239

104.986	-5.36552	-192.03	51.4224	240.348	105.372

67.0244	-49.4739	150.949	-67.3479	219.061	84.0841

110.001	51.5323	42.7415	24.3695	152.627	17.6503

49.5708	99.6773	168.163	-166.543	290.12	155.144

127.399	-137.477	-12.9352	105.57	220.071	85.0941

84.0146	-120.868	139.915	-19.3853	229.738	94.7617

44.5869	-62.8232	-64.0376	-91.0112	185.874	50.8978

36.7686	-92.7548	-129.549	-213.226	298.446	163.47

79.084	167.937	-45.0782	-33.5347	222.661	87.6846

104.16	55.8938	38.2125	17.0819	151.97	16.9931

26.0933	130.602	134.364	-382.6	446.892	311.915

113.034	-7.90277	122.702	52.279	189.921	54.9445

83.9321	-129.231	5.69664	-13.7509	187.459	52.4822

148.787	81.093	-29.8033	142.587	214.509	79.5319

27.0217	67.9796	-37.8739	-152.584	218.074	83.0971

36.1511	-28.8842	71.7224	-105.834	188.143	53.1668

90.8337	-80.1137	38.9537	1.29621	161.728	26.7514

6.34651	4.58657	-11.8007	-113.832	177.022	42.045

78.0858	-195.651	8.73194	-41.322	241.416	106.44

63.3107	110.476	-38.4585	-58.8066	188.045	53.0683

107.845	-57.9485	86.8592	33.6138	173.928	38.9519

45.214	-108.666	-110.062	-153.515	256.335	121.358

83.2698	-59.6055	173.008	-21.594	228.407	93.43

23.7237	-4.74079	159.993	-364.227	420.119	285.142

151.936	-5.38556	-63.857	120.198	191.763	56.7859

43.4407	-125.625	55.866	-145.181	241.244	106.268

90.5875	-107.786	-40.3017	1.17997	177.375	42.3988

127.365	55.3312	-89.4734	80.3287	189.046	54.0695

115.873	-46.3892	50.6773	33.3205	155.078	20.1011

110.439	-42.5306	-33.2178	20.1117	146.75	11.773

171.374	10.1392	-4.84763	74.0804	154.379	19.4025

57.5795	95.4313	-30.7713	-63.6835	179.801	44.824

24.2576	21.6745	-58.7365	-138.936	203.572	68.5954

18.701	-69.6593	12.8249	-209.246	258.881	123.905

144.33	-9.3385	-15.6334	25.37	138.542	3.56556

9.64396	-38.0153	-3.45493	-224.638	264.836	129.859

94.1833	-5.87337	-27.9089	2.086	137.973	2.99599

70.1657	-81.8453	-16.2674	-30.099	161.518	26.5409

40.6185	10.2586	-163.144	-190.596	285.073	150.097

75.2576	207.333	19.4749	-54.7969	254.141	119.164

124.8	156.294	17.4102	109.301	234.3	99.3231

51.3721	104.657	0.138034	-83.6305	190.173	55.1967

56.9955	114.3	75.9716	-89.1432	212.135	77.1587

125.457	58.5433	-100.062	82.5606	196.15	61.1731

87.6819	-124.037	7.25513	-5.02981	183.526	48.5494

143.147	42.0012	113.909	161.976	243.299	108.322

45.6303	-79.666	-23.0517	-81.1292	177.985	43.0084

107.379	-132.392	31.2604	42.5752	196.306	61.3295

23.2259	-91.5776	7.7452	-214.162	269.315	134.338

110.011	-99.3607	79.3778	46.3165	191.147	56.1707

103.121	56.1101	208.954	50.4332	259.947	124.97

29.1257	4.63695	-106.818	-191.892	257.823	122.846

33.7858	33.8285	130.41	-201.36	277.337	142.36

134.976	-18.403	123.99	125.242	222.748	87.7709

20.9538	-107.526	61.8191	-323.889	372.165	237.188

47.1408	-113.84	108.456	-145.901	253.433	118.456

52.0936	123.431	-132.944	-141.256	266.61	131.634

49.1739	-49.2992	-23.5419	-47.2004	153.073	18.0959

122.507	44.2135	-203.688	132.819	281.609	146.632

122.469	101.258	-168.29	124.976	269.096	134.119

44.1667	-171.429	-84.9852	-196.986	305.995	171.018

81.2223	-97.4321	34.1076	-15.9397	170.672	35.6959

111.408	-45.3659	-132.839	55.0332	202.365	67.3886

65.481	72.1792	98.4674	-55.6879	190.33	55.3534

77.9067	-55.851	173.232	-38.9982	229.931	94.9545

85.2115	-192.971	-101.562	-18.2676	257.109	122.133

27.5227	80.5604	17.317	-158.137	223.642	88.6658

37.3553	47.5049	186.772	-252.474	345.112	210.135

22.3719	-104.269	60.126	-292.428	343.831	208.855

65.9254	142.363	-262.351	-133.362	353.693	218.717

114.15	-337.47	42.58	152.509	396.455	261.479

127.887	116.169	-81.6184	110.472	224.899	89.9224

77.971	61.3646	-44.8924	-16.2015	155.763	20.7864

20.2567	-99.5569	-101.185	-384.637	431.641	296.665

65.7709	-141.388	-155.482	-94.5759	267.074	132.097

102.572	149.122	133.333	44.6097	245.405	110.429

7.51115	-13.6435	-38.4822	-309.663	340.26	205.284

47.6973	24.1271	-49.456	-50.0759	154.124	19.1477

130.148	-50.7864	-54.6562	62.9339	166.571	31.5945

124.586	-3.09487	-107.576	74.2045	187.902	52.9253

63.3	51.776	92.7945	-53.4442	179.907	44.9304

12.2	-27.357	-42.7536	-234.76	275.513	140.536

44.3419	69.1332	32.7333	-78.2686	173.769	38.792

153.417	40.5109	69.0803	160.037	224.151	89.1748

101.999	-84.4087	107.292	29.0141	194.157	59.1801

82.6286	40.512	-94.1728	-13.2627	170.013	35.0361

62.1756	38.3271	31.9775	-26.3445	146.302	11.3253

6.05825	11.8162	-0.517836	-111.442	175.436	40.4594

78.4836	113.096	232.231	-52.6302	296.16	161.183

9.58002	-61.5062	-48.566	-464.329	489.859	354.882

112.446	-5.25584	-94.4303	39.0707	169.381	34.4043

31.2269	177.502	31.3473	-297.311	372.964	237.987

31.131	99.015	-19.1038	-166.962	237.2	102.224

52.6705	0.592774	62.4337	-47.6147	156.154	21.1777

44.3801	-0.58544	158.091	-161.551	263.269	128.293

98.5501	-58.1216	-21.0427	9.29339	148.748	13.7714

46.3555	-8.96695	-18.4573	-19.5715	137.923	2.94658

91.1538	72.4397	20.9464	1.51867	154.62	19.6431

47.8373	-38.4056	94.781	-92.6083	193.011	58.0348

91.6251	-41.5265	-148.849	4.3843	205.228	70.2511

84.7426	-123.017	-21.9141	-11.4979	184.294	49.3174

103.049	-94.6407	-70.6026	27.3665	181.409	46.4323

33.3958	-33.6877	-63.494	-109.025	187.807	52.8304

57.7005	-26.9221	107.149	-69.8406	187.888	52.9117

101.472	132.487	156.799	41.6579	249.184	114.207

55.1153	-129.386	-129.986	-127.871	261.164	126.188

96.1721	-14.8301	-156.745	17.0263	208.08	73.1039

21.6435	45.5165	67.5468	-205.268	258.82	123.843

69.8698	-70.4994	58.1207	-33.4907	166.399	31.422

109.034	50.7712	36.813	21.6352	150.398	15.4218

38.6659	-41.7107	158.014	-204.238	294.347	159.37

146.701	1.99133	72.3626	110.206	188.691	53.7145

104.927	-8.17802	46.7833	12.6604	143.647	8.67063

46.0815	-11.4544	-43.8484	-43.6404	148.92	13.943

97.8072	49.5905	-106.25	16.0766	179.514	44.5376

137.348	107.116	4.82485	116.395	207.999	73.0222

59.2072	42.1149	-167.437	-102.892	242.104	107.128

11.4102	43.2156	-34.4105	-273.719	310.149	175.173

67.3647	8.60922	123.502	-51.6231	190.29	55.3138

105.142	-90.3665	-7.55299	24.5393	164.451	29.474

102.533	-83.4872	-77.567	25.332	178.458	43.4811

146.34	3.48643	-41.7212	62.8723	154.675	19.6986

153.059	39.7969	6.54401	79.356	161.687	26.7104

123.338	122.205	86.6802	98.5577	224.455	89.4781

149.725	-38.5836	0.166775	66.0955	155.164	20.1879

148.957	33.7854	51.9013	102.891	180.667	45.69

155.345	-33.9516	58.6556	147.652	211.218	76.2412

7.6807	5.60244	-15.1694	-119.907	181.267	46.2908

124.071	-51.2813	133.411	96.6627	219.068	84.0913

73.3565	31.9075	-104.768	-32.7396	176.876	41.899

123.376	11.8105	71.6412	47.8331	160.557	25.5807

107.645	-155.417	-139.753	66.4818	257.534	122.558

51.3613	114.173	0.920709	-91.2725	198.961	63.9849

86.525	117.861	126.794	-10.5124	219.766	84.7897

116.615	-131.723	64.8427	73.5673	212.571	77.594

139.761	-93.4745	-7.79302	110.844	198.251	63.2739

146.575	-81.3554	-27.9069	130.316	206.394	71.4174

91.1561	149.317	-81.0216	3.42826	217.003	82.0267

135.035	107.795	66.8979	127.024	224.608	89.6317

51.509	274.877	10.9188	-218.749	376.492	241.515

86.8549	160.336	8.54948	-8.8227	209.946	74.969

107.659	-83.3156	-48.393	30.6729	168.65	33.6736

27.6834	19.6518	57.3959	-115.635	187.805	52.8281

47.115	-171.903	122.256	-195.918	317.962	182.985

78.375	8.95815	56.7188	-11.8131	147.158	12.1815

38.0742	-3.98306	-172.338	-220.053	310.416	175.439

103.067	27.0877	47.12	12.6153	146.054	11.0777

76.3069	19.3035	-71.5066	-18.046	155.017	20.04

126.4	-37.8326	10.1061	28.8708	143.477	8.5004

148.038	-11.1352	-46.0579	75.9425	161.961	26.9841

24.0456	-8.72782	-54.2152	-123.073	190.738	55.7619

65.9318	89.624	-94.5196	-58.1792	196.392	61.4156

53.4056	54.9272	21.9657	-43.9245	153.778	18.8009

121.439	-161.125	72.759	108.078	247.295	112.318

32.3877	-196.6	-38.3885	-315.793	397.579	262.603

55.0301	-270.804	-195.224	-233.494	429.168	294.192

39.0299	-108.047	24.8516	-136.765	221.845	86.8681

124.082	-65.2063	-71.3502	65.3966	178.432	43.4558

49.9413	-199.72	-190.883	-232.3	385.365	250.389

93.7913	-123.044	79.9158	9.72253	199.599	64.622

27.5972	-243.552	32.2012	-469.982	547.226	412.249

33.7412	76.5266	-24.5455	-120.317	197.873	62.8965

33.6825	-34.5554	-57.2065	-100.278	180.945	45.9683

36.5412	-59.2705	42.9826	-98.7964	182.592	47.6156

34.8869	-172.38	5.34444	-247.34	330.362	195.385

4.40601	-3.75665	-38.8973	-507.172	526.278	391.302

56.4606	-39.7358	-111.577	-78.5119	195.988	61.0112

105.086	-87.6637	29.8926	24.9664	165.591	30.6148

23.7964	-80.1618	87.3448	-268.843	323.343	188.366

159.709	-21.252	27.7871	94.6144	168.506	33.5296

88.0903	-2.1677	153.254	-5.11039	204.295	69.318

27.8651	0.197636	-87.8715	-166.205	231.44	96.463

