# energy edges [MeV] (associated with CCM background.csv)
1
1.1
1.2
1.3
1.4
1.5
1.7
1.9
2.1
2.3
2.5
2.8
3.1
3.4
3.7
4.1
4.5
5.0
5.5
6.0
6.6
7.4
8.1
8.9
9.8
10.75
13
15.6
18.6
22.2
26.7
32.13
38.6
46.5
55.9
66.8
80.3
100
