# Limits from Andrea Celentano
# A' mass [MeV], epsilon (alpha_D=0.1)
1 7.5774e-06
1.5 8.48768e-06
2 9.98372e-06
3 1.28808e-05
5 1.87391e-05
10 3.32898e-05
25 7.79916e-05
50 0.000156387
75 0.000247153
100 0.000348944
105 0.000369468
110 0.000390663
115 0.000412384
120 0.000434546
125 0.000456999
130 0.000478967
135 0.000501223
140 0.000522504
145 0.000545217
150 0.000566805
155 0.000589855
160 0.000610601
165 0.000630789
170 0.000646555
175 0.000663642
180 0.000677994
185 0.000679205
190 0.000684667
195 0.000673715
200 0.000652068
205 0.000600456
210 0.000517819
215 0.000409345
220 0.000299134
225 0.000242758
230 0.000224895
235 0.000238172
240 0.000247117
245 0.000263257
250 0.000296057
255 0.000317862
260 0.0003481
265 0.000394184
270 0.000442396
275 0.000508195
280 0.000567981
285 0.000647511
290 0.000737841
295 0.000923084
300 0.00101414
305 0.00112159
310 0.00123793
315 0.00134975
320 0.00143688
325 0.00153755
330 0.00161832
335 0.00168143
340 0.00178113
345 0.00185924
350 0.00188155
355 0.00209276
360 0.00214055
365 0.00218834
370 0.00223831
375 0.002289
380 0.00233969
385 0.00239038
390 0.00244107
395 0.00249302
500 0.00371391
600 0.00523285
700 0.00701557
800 0.00913092
900 0.0111722
3000	2e4
.9   2e4
