# Excitation energy [MeV], GT strength
# This is exact calculation
# There are some negative energy states (for now set them to E=0)
# This is not converging
7.305200000000127147e-01 3.094627372018802610e-06
8.097300000000018372e-01 3.345672227934514634e-04
1.161400000000014643e+00 6.249925212970191104e-04
1.347910000000013042e+00 1.304037229642597768e-03
1.408070000000009259e+00 1.093042049042513040e-04
1.577750000000037289e+00 9.342132893868043773e-04
1.654150000000015552e+00 2.159894308236137445e-03
1.800280000000043401e+00 9.829467719623433911e-04
1.849050000000033833e+00 4.496228328011523008e-03
1.909730000000024575e+00 2.794868975352994057e-04
1.967219999999997526e+00 6.165701307070060779e-04
2.055740000000014334e+00 2.965505148290739084e-05
2.107790000000022701e+00 1.513919465888394558e-03
2.137910000000033506e+00 4.694359902658433621e-03
2.182460000000048694e+00 5.446734047065977368e-04
2.236670000000003711e+00 4.006058569749000424e-03
2.294399999999995998e+00 4.797339150542056759e-04
2.315980000000024575e+00 9.203347808487692986e-04
2.321370000000001710e+00 4.799918018470518432e-04
2.358530000000030213e+00 5.865851255223275264e-05
2.386830000000031760e+00 4.697817400259994385e-03
2.436660000000017590e+00 2.509059959830792653e-03
2.456530000000043401e+00 8.111286665043110963e-04
2.476359999999999673e+00 3.090619875449126131e-03
2.504080000000044492e+00 3.837241913374002215e-03
2.535360000000025593e+00 4.127786192492999447e-03
2.564960000000041873e+00 6.918877731296004148e-03
2.602000000000032287e+00 5.416553407355254035e-02
2.617400000000031923e+00 8.160712319597510436e-03
2.628410000000030777e+00 1.573621879545297059e-02
2.634790000000009513e+00 1.795237888073799703e-03
2.652090000000043801e+00 4.532840297644394160e-03
2.662959999999998217e+00 1.544036451139568073e-04
2.684910000000002128e+00 1.230756468690130494e-04
2.703940000000045529e+00 8.104103556161767119e-04
2.740540000000009968e+00 2.607130874076069374e-03
2.761349999999993088e+00 2.246241067770172323e-02
2.772150000000010550e+00 2.490697539407936228e-04
2.783460000000047785e+00 4.142126936026789379e-04
2.815550000000030195e+00 7.329357019180849503e-03
2.829440000000033706e+00 1.485871876715624731e-04
2.838009999999997035e+00 6.535716984986427065e-03
2.846510000000023410e+00 2.700009154552740834e-02
2.866530000000011569e+00 2.378297107656126771e-03
2.880210000000033688e+00 8.498840446581095581e-03
2.901250000000004547e+00 1.972047344334715898e-03
2.903470000000027085e+00 3.599483540136669767e-04
2.932340000000010605e+00 3.809684014031979819e-03
2.952600000000018099e+00 9.485064071575611405e-04
2.959760000000017044e+00 2.588187595838060354e-03
2.984950000000026193e+00 5.087065370754830906e-04
2.991039999999998145e+00 9.685542311597752918e-03
3.016850000000033560e+00 3.907656373148310123e-04
3.024530000000027030e+00 1.389570113231284747e-05
3.049680000000023483e+00 1.559329551542104099e-02
3.057070000000010168e+00 5.638815955504311851e-07
3.063360000000045602e+00 1.440305689461793552e-04
3.071460000000001855e+00 4.258905319712258733e-03
3.090110000000038326e+00 1.624040605399086428e-04
3.101440000000025066e+00 2.861208114996494165e-03
